Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Successful 50/50s,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Shots,Shooting accuracy %,Big chances missed,Saves,Penalties saved,mod name,age,nationality,value_eur,overall,Season,Arial Saves,Duels %,Aerial battles %
Defender,16,4.0,21.0,32.0,72,0.0,5.0,19.0,127.0,76.0,0.0,68.0,0.0,1.0,1.0,2,541,33.81,3.0,2.0,0,0.0,61.0,1,0,15,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Kevin Long,26,Republic of Ireland,1800000,70,2017-18,0.0,60.93023255813954,57.971014492753625
Forward,7,0.0,0.0,1.0,0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,6.43,1.0,2.0,0,0.0,0.0,0,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,Ademola Lookman,19,England,975000,64,2017-18,0.0,0.0,0.0
Goalkeeper,38,10.0,58.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1,1284,33.79,0.0,0.0,0,0.0,420.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,103.0,2.0,Jonas Lössl,28,Denmark,5500000,75,2017-18,55.0,0.0,0.0
Defender,29,10.0,24.0,26.0,65,0.0,4.0,38.0,142.0,86.0,0.0,107.0,0.0,0.0,1.0,1,1803,62.17,1.0,4.0,50,0.0,91.0,4,0,15,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Dejan Lovren,27,Croatia,17500000,81,2017-18,0.0,61.53846153846154,63.41463414634146
Defender,26,8.0,26.0,55.0,62,0.0,1.0,39.0,112.0,55.0,1.0,111.0,11.0,0.0,0.0,3,823,31.65,3.0,71.0,21,1.0,72.0,1,0,19,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matthew Lowton,28,England,6000000,76,2017-18,0.0,54.76190476190476,53.96825396825397
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kazenga LuaLua,26,DR Congo,2100000,70,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lucas Leiva,30,Brazil,9500000,79,2017-18,0.0,0.0,0.0
Forward,34,0.0,0.0,7.0,0,0.0,18.0,3.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,7,721,21.21,9.0,36.0,0,0.0,0.0,4,0,31,18.0,16,3.0,2.0,11.0,1.0,0.47,86.0,50,11.0,0.0,0.0,Romelu Lukaku,24,Belgium,59000000,86,2017-18,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Niki Mäenpää,32,Finland,525000,68,2017-18,0.0,0.0,0.0
Defender,38,9.0,60.0,63.0,73,1.0,7.0,48.0,176.0,115.0,0.0,269.0,51.0,0.0,0.0,4,1740,45.79,5.0,15.0,13,2.0,173.0,7,0,34,4.0,2,1.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Harry Maguire,24,England,10500000,77,2017-18,0.0,65.91478696741855,65.38461538461539
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Connor Mahoney,20,England,1200000,67,2017-18,0.0,0.0,0.0
Forward,36,0.0,0.0,39.0,0,0.0,19.0,18.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,10,1276,35.44,12.0,158.0,0,0.0,0.0,2,0,23,10.0,12,1.0,1.0,10.0,0.0,0.33,73.0,49,5.0,0.0,0.0,Riyad Mahrez,26,Algeria,30500000,83,2017-18,0.0,0.0,0.0
Midfielder,15,0.0,0.0,25.0,68,0.0,1.0,12.0,22.0,8.0,0.0,73.0,20.0,0.0,0.0,0,536,35.73,1.0,20.0,25,0.0,22.0,1,0,10,0.0,0,0.0,0.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,Ainsley Maitland-Niles,19,England,1000000,65,2017-18,0.0,48.69565217391305,30.0
Defender,22,2.0,23.0,39.0,74,0.0,2.0,26.0,38.0,13.0,0.0,89.0,15.0,0.0,2.0,1,493,22.41,0.0,46.0,7,0.0,41.0,3,0,19,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Scott Malone,26,England,2300000,71,2017-18,0.0,53.90070921985816,51.851851851851855
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Steve Mandanda,32,France,12500000,82,2017-18,0.0,0.0,0.0
Forward,29,0.0,0.0,28.0,0,0.0,13.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,7,962,33.17,9.0,32.0,0,0.0,0.0,3,1,24,12.0,10,0.0,7.0,3.0,3.0,0.34,70.0,37,12.0,0.0,0.0,Sadio Mané,25,Senegal,39000000,84,2017-18,0.0,0.0,0.0
Defender,11,2.0,7.0,7.0,57,0.0,1.0,3.0,28.0,12.0,0.0,44.0,4.0,0.0,1.0,0,413,37.55,0.0,0.0,0,1.0,14.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Eliaquim Mangala,26,France,11000000,78,2017-18,0.0,49.01960784313726,50.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Elvis Manu,23,Ghana,1200000,68,2017-18,0.0,0.0,0.0
Midfielder,36,0.0,0.0,54.0,76,0.0,10.0,13.0,29.0,13.0,0.0,135.0,48.0,0.0,0.0,1,637,17.69,4.0,102.0,16,1.0,36.0,3,0,29,7.0,1,1.0,0.0,0.0,2.0,0.03,28.0,32,1.0,0.0,0.0,Solly March,22,England,3600000,71,2017-18,0.0,44.6875,31.147540983606557
Defender,28,6.0,43.0,45.0,58,1.0,2.0,45.0,129.0,79.0,1.0,111.0,2.0,0.0,2.0,0,961,34.32,0.0,4.0,0,0.0,54.0,4,0,32,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Adrian Mariappa,30,Jamaica,2200000,72,2017-18,0.0,53.40501792114696,54.54545454545455
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Dean Marney,33,England,1800000,72,2017-18,0.0,0.0,0.0
Forward,30,0.0,0.0,15.0,0,0.0,18.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,5,731,24.37,9.0,48.0,0,0.0,0.0,1,0,17,8.0,9,1.0,7.0,1.0,0.0,0.3,49.0,33,5.0,0.0,0.0,Anthony Martial,21,France,33000000,82,2017-18,0.0,0.0,0.0
Defender,17,1.0,27.0,21.0,57,1.0,1.0,21.0,76.0,39.0,0.0,55.0,0.0,0.0,1.0,0,351,20.65,0.0,4.0,75,0.0,27.0,3,0,12,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bruno Indi,25,Netherlands,13500000,79,2017-18,0.0,55.319148936170215,54.34782608695652
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Brandon Mason,19,England,1200000,66,2017-18,0.0,0.0,0.0
Defender,27,4.0,29.0,58.0,64,0.0,3.0,26.0,33.0,11.0,0.0,143.0,83.0,0.0,0.0,3,683,25.3,3.0,100.0,14,1.0,28.0,5,0,30,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Arthur Masuaku,23,DR Congo,7500000,75,2017-18,0.0,54.03899721448468,53.48837209302326
Defender,38,9.0,56.0,32.0,69,0.0,3.0,35.0,222.0,126.0,1.0,220.0,23.0,0.0,1.0,1,1744,45.89,1.0,2.0,50,1.0,190.0,3,0,19,1.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Alfie Mawson,23,England,6000000,73,2017-18,0.0,61.386138613861384,62.244897959183675
Defender,9,1.0,11.0,16.0,75,0.0,0.0,15.0,41.0,26.0,0.0,34.0,8.0,0.0,0.0,0,213,23.67,1.0,7.0,57,1.0,9.0,0,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chancel Mbemba,22,DR Congo,9000000,76,2017-18,0.0,58.02469135802469,52.77777777777778
Midfielder,33,0.0,0.0,58.0,76,0.0,9.0,36.0,37.0,12.0,0.0,177.0,27.0,0.0,0.0,1,1070,32.42,3.0,11.0,18,3.0,37.0,5,0,45,0.0,5,0.0,2.0,3.0,0.0,0.15,30.0,37,1.0,0.0,0.0,James McArthur,29,Scotland,6500000,75,2017-18,0.0,44.80712166172107,42.857142857142854
Defender,9,0.0,15.0,8.0,88,0.0,0.0,11.0,15.0,11.0,0.0,26.0,1.0,0.0,0.0,0,125,13.89,0.0,1.0,100,0.0,16.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Gareth McAuley,37,Northern Ireland,1200000,77,2017-18,0.0,61.904761904761905,60.0
Forward,11,0.0,0.0,4.0,0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,99,9.0,1.0,3.0,0,0.0,0.0,0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,60,0.0,0.0,0.0,Oliver McBurnie,21,Scotland,825000,63,2017-18,0.0,0.0,0.0
Midfielder,4,0.0,0.0,9.0,100,0.0,0.0,5.0,3.0,0.0,0.0,20.0,3.0,0.0,1.0,0,97,24.25,0.0,2.0,0,0.0,1.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,James McCarthy,26,Republic of Ireland,15500000,80,2017-18,0.0,60.0,50.0
Midfielder,30,0.0,0.0,40.0,70,0.0,9.0,19.0,15.0,6.0,0.0,91.0,23.0,0.0,0.0,0,359,11.97,0.0,88.0,22,0.0,5.0,7,0,35,5.0,1,0.0,0.0,1.0,0.0,0.03,30.0,20,1.0,0.0,0.0,James McClean,28,Republic of Ireland,5500000,74,2017-18,0.0,38.13559322033898,42.10526315789474
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Callum McManaman,26,England,3700000,72,2017-18,0.0,0.0,0.0
Defender,7,0.0,0.0,4.0,100,0.0,0.0,3.0,3.0,1.0,0.0,10.0,2.0,0.0,0.0,0,63,9.0,0.0,4.0,0,0.0,1.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Sam McQueen,22,England,950000,67,2017-18,0.0,54.54545454545455,0.0
Midfielder,13,0.0,0.0,11.0,82,0.0,0.0,13.0,9.0,8.0,0.0,44.0,5.0,0.0,0.0,0,343,26.38,0.0,4.0,0,1.0,12.0,2,0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Scott McTominay,20,Scotland,800000,63,2017-18,0.0,53.08641975308642,54.54545454545455
Defender,29,9.0,27.0,33.0,61,2.0,4.0,33.0,208.0,138.0,2.0,153.0,3.0,0.0,1.0,0,1071,36.93,0.0,3.0,0,0.0,113.0,5,0,14,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Ben Mee,27,England,10000000,78,2017-18,0.0,62.23776223776224,60.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Max Melbourne,18,England,230000,58,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nampalys Mendy,25,France,8500000,76,2017-18,0.0,0.0,0.0
Defender,6,0.0,7.0,2.0,100,0.0,0.0,6.0,21.0,15.0,0.0,32.0,0.0,0.0,1.0,0,247,41.17,0.0,0.0,0,0.0,7.0,0,0,2,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Per Mertesacker,32,Germany,10000000,81,2017-18,0.0,73.6842105263158,76.66666666666667
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matt Miazga,21,United States,5500000,73,2017-18,0.0,0.0,0.0
Goalkeeper,19,7.0,24.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,498,26.21,0.0,0.0,0,0.0,82.0,3,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,36.0,1.0,Simon Mignolet,29,Belgium,12000000,81,2017-18,28.0,0.0,0.0
Midfielder,32,0.0,0.0,58.0,78,0.0,8.0,21.0,22.0,8.0,0.0,125.0,12.0,0.0,0.0,3,1480,46.25,5.0,123.0,24,7.0,85.0,3,0,29,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,24,0.0,0.0,0.0,James Milner,31,England,9500000,80,2017-18,0.0,54.76190476190476,56.09756097560975
Defender,4,0.0,5.0,1.0,100,0.0,1.0,6.0,13.0,1.0,0.0,14.0,1.0,0.0,0.0,0,113,28.25,0.0,1.0,100,0.0,9.0,1,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tyrone Mings,24,England,2800000,71,2017-18,0.0,50.0,50.0
Midfielder,5,0.0,0.0,4.0,0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,54,10.8,0.0,4.0,0,0.0,0.0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,50,0.0,0.0,0.0,Kevin Mirallas,29,Belgium,17500000,81,2017-18,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Demetri Mitchell,20,England,900000,64,2017-18,0.0,0.0,0.0
Midfielder,26,0.0,0.0,33.0,73,0.0,8.0,15.0,5.0,4.0,0.0,104.0,30.0,0.0,0.0,9,980,37.69,11.0,84.0,20,15.0,22.0,2,0,23,4.0,3,0.0,2.0,1.0,0.0,0.12,36.0,44,1.0,0.0,0.0,Henrikh Mkhitaryan,28,Armenia,39000000,85,2017-18,0.0,42.248062015503876,45.23809523809524
Midfielder,13,0.0,0.0,12.0,50,0.0,4.0,10.0,12.0,4.0,0.0,79.0,3.0,0.0,0.0,1,837,64.38,1.0,8.0,0,2.0,23.0,3,1,4,1.0,0,0.0,0.0,0.0,0.0,0.0,8.0,13,0.0,0.0,0.0,Mohamed Elneny,24,Egypt,10000000,77,2017-18,0.0,48.214285714285715,31.57894736842105
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jayson Molumby,17,Republic of Ireland,250000,58,2017-18,0.0,0.0,0.0
Midfielder,36,0.0,0.0,102.0,59,0.0,15.0,38.0,48.0,9.0,0.0,266.0,16.0,0.0,0.0,3,1902,52.83,5.0,185.0,20,4.0,102.0,5,0,26,2.0,4,0.0,2.0,2.0,1.0,0.11,29.0,24,0.0,0.0,0.0,Aaron Mooy,26,Australia,11000000,77,2017-18,0.0,50.920245398773005,45.833333333333336
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Marlos Moreno,20,Colombia,4800000,72,2017-18,0.0,0.0,0.0
Defender,32,5.0,52.0,35.0,71,0.0,1.0,31.0,143.0,79.0,0.0,99.0,9.0,0.0,0.0,0,913,28.53,0.0,0.0,0,0.0,45.0,4,0,31,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Wes Morgan,33,Jamaica,3600000,77,2017-18,0.0,58.56573705179283,61.58940397350993
Midfielder,4,0.0,0.0,2.0,50,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0,88,22.0,0.0,2.0,0,0.0,2.0,0,0,0,0.0,1,0.0,1.0,0.0,0.0,0.25,4.0,50,2.0,0.0,0.0,James Morrison,31,Scotland,7000000,76,2017-18,0.0,41.666666666666664,0.0
Midfielder,28,0.0,0.0,37.0,78,0.0,9.0,15.0,31.0,20.0,0.0,143.0,32.0,0.0,0.0,3,833,29.75,3.0,90.0,21,2.0,25.0,3,0,23,9.0,3,0.0,1.0,2.0,0.0,0.11,35.0,31,1.0,0.0,0.0,Victor Moses,26,Nigeria,12500000,79,2017-18,0.0,51.88284518828452,40.0
Forward,23,0.0,0.0,9.0,0,0.0,6.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0,161,7.0,2.0,9.0,0,0.0,0.0,1,0,11,0.0,2,1.0,1.0,0.0,0.0,0.09,22.0,23,0.0,0.0,0.0,Lys Mousset,21,France,1700000,69,2017-18,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Erwin Mulder,28,Netherlands,2500000,72,2017-18,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Arijanet Muric,18,Switzerland,625000,63,2017-18,0.0,0.0,0.0
Forward,4,0.0,0.0,2.0,100,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0,43,10.75,0.0,2.0,0,0.0,1.0,0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Jamie Murphy,27,Scotland,1900000,70,2017-18,0.0,50.0,0.0
Forward,35,0.0,0.0,18.0,0,0.0,7.0,5.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0,664,18.97,2.0,9.0,0,0.0,0.0,9,0,60,35.0,12,3.0,7.0,2.0,0.0,0.34,53.0,47,9.0,0.0,0.0,Glenn Murray,33,England,2500000,73,2017-18,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Ahmed Musa,24,Nigeria,10500000,76,2017-18,0.0,0.0,0.0
Defender,27,9.0,30.0,64.0,72,1.0,3.0,57.0,171.0,112.0,0.0,158.0,1.0,0.0,2.0,1,1734,64.22,3.0,12.0,25,5.0,73.0,6,0,26,2.0,3,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Shkodran Mustafi,25,Germany,31500000,84,2017-18,0.0,60.55045871559633,62.244897959183675
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jordon Mutch,25,England,2100000,70,2017-18,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Clinton N'Jie,23,Cameroon,5500000,73,2017-18,0.0,0.0,0.0
Forward,18,0.0,0.0,7.0,0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,194,10.78,2.0,23.0,0,0.0,0.0,0,0,3,4.0,1,0.0,0.0,1.0,1.0,0.06,9.0,56,1.0,0.0,0.0,Luciano Narsingh,26,Netherlands,7000000,75,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Samir Nasri,30,France,21000000,82,2017-18,0.0,0.0,0.0
Defender,34,8.0,50.0,92.0,65,1.0,7.0,60.0,102.0,47.0,0.0,198.0,24.0,1.0,0.0,2,1638,48.18,0.0,62.0,15,0.0,73.0,1,0,31,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kyle Naughton,28,England,5500000,75,2017-18,0.0,52.65822784810127,50.36496350364963
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Layton Ndukwu,18,England,260000,58,2017-18,0.0,0.0,0.0
Forward,3,0.0,0.0,4.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79,26.33,0.0,1.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,Reiss Nelson,17,England,350000,59,2017-18,0.0,0.0,0.0
Forward,1,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,5.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Julien Ngoy,19,Belgium,475000,61,2017-18,0.0,0.0,0.0
Midfielder,9,0.0,0.0,7.0,86,0.0,1.0,1.0,1.0,1.0,0.0,21.0,6.0,0.0,0.0,0,83,9.22,0.0,13.0,8,0.0,4.0,1,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,Georges-Kévin Nkoudou,22,France,12000000,77,2017-18,0.0,38.46153846153846,0.0
Midfielder,29,0.0,0.0,61.0,59,0.0,4.0,47.0,22.0,8.0,0.0,222.0,20.0,0.0,0.0,0,1324,45.66,2.0,23.0,35,8.0,114.0,6,0,28,2.0,4,0.0,4.0,0.0,0.0,0.14,15.0,40,1.0,0.0,0.0,Mark Noble,30,England,5500000,76,2017-18,0.0,51.50375939849624,41.666666666666664
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kristoffer Nordfeldt,28,Sweden,3300000,73,2017-18,0.0,0.0,0.0
Forward,3,0.0,0.0,6.0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,66,22.0,0.0,9.0,0,0.0,0.0,0,0,6,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Nordin Amrabat,30,Morocco,12000000,79,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mathias Normann,21,Norway,775000,64,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Oliver Norwood,26,Northern Ireland,3200000,72,2017-18,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Aiden O'Neill,18,Australia,925000,64,2017-18,0.0,0.0,0.0
Defender,32,7.0,60.0,30.0,80,0.0,3.0,58.0,191.0,103.0,0.0,135.0,9.0,0.0,0.0,0,1013,31.66,1.0,2.0,100,1.0,90.0,3,0,15,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Angelo Ogbonna,29,Italy,10000000,79,2017-18,0.0,57.20338983050848,52.287581699346404
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Olufela Olomola,19,England,375000,60,2017-18,0.0,0.0,0.0
