Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Successful 50/50s,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Shots,Shooting accuracy %,Big chances missed,Saves,Penalties saved,mod name,age,nationality,value_eur,overall,Season,Arial Saves,Duels %,Aerial battles %
Midfielder,38,0.0,0.0,47.0,0,0.0,16.0,30.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,6,1029,27.08,12.0,257.0,0,0.0,0.0,5,0,29,0.0,2,0.0,0.0,2.0,2.0,0.05,48.0,29,1.0,0.0,0.0,Dwight McNeil,19,England,9500000,74,2019-20,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Sam McQueen,24,England,775000,66,2019-20,0.0,0.0,0.0
Midfielder,27,0.0,0.0,43.0,51,0.0,12.0,31.0,33.0,20.0,0.0,147.0,31.0,0.0,1.0,1,1011,37.44,2.0,14.0,21,2.0,62.0,2,0,36,0.0,4,0.0,3.0,1.0,0.0,0.15,29.0,34,1.0,0.0,0.0,Scott McTominay,22,Scotland,11500000,77,2019-20,0.0,57.82312925170068,58.666666666666664
Defender,32,13.0,45.0,41.0,54,0.0,4.0,42.0,160.0,80.0,0.0,176.0,6.0,0.0,2.0,1,1257,39.28,3.0,3.0,33,0.0,102.0,7,0,25,3.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Ben Mee,29,England,8500000,78,2019-20,0.0,60.9375,59.276018099547514
Midfielder,7,0.0,0.0,7.0,71,0.0,0.0,6.0,4.0,2.0,0.0,32.0,1.0,0.0,0.0,0,209,29.86,0.0,2.0,100,0.0,10.0,0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,100,0.0,0.0,0.0,Nampalys Mendy,27,France,6000000,75,2019-20,0.0,67.74193548387096,71.42857142857143
Defender,12,1.0,19.0,20.0,45,1.0,1.0,17.0,62.0,35.0,0.0,54.0,3.0,0.0,1.0,0,500,41.67,0.0,3.0,33,0.0,19.0,1,0,11,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Chris Mepham,21,Wales,5500000,73,2019-20,0.0,58.65384615384615,58.92857142857143
Midfielder,17,0.0,0.0,19.0,58,0.0,2.0,7.0,2.0,0.0,0.0,27.0,6.0,0.0,0.0,0,201,11.82,0.0,9.0,11,0.0,3.0,1,0,6,2.0,0,0.0,0.0,0.0,0.0,0.0,9.0,22,0.0,0.0,0.0,Max Meyer,23,Germany,13500000,78,2019-20,0.0,47.77777777777778,18.181818181818183
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matt Miazga,23,United States,4800000,73,2019-20,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Simon Mignolet,31,Belgium,6500000,78,2019-20,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Liam Millar,19,Canada,650000,62,2019-20,0.0,0.0,0.0
Midfielder,22,0.0,0.0,16.0,63,0.0,2.0,7.0,16.0,7.0,0.0,63.0,10.0,0.0,0.0,2,747,33.95,1.0,20.0,10,3.0,49.0,4,0,11,1.0,2,0.0,2.0,0.0,0.0,0.09,12.0,33,1.0,0.0,0.0,James Milner,33,England,10500000,81,2019-20,0.0,50.495049504950494,50.0
Defender,29,4.0,37.0,39.0,56,0.0,6.0,28.0,98.0,58.0,0.0,131.0,6.0,1.0,0.0,1,1361,46.93,2.0,4.0,0,1.0,108.0,3,0,20,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Yerry Mina,24,Colombia,12500000,78,2019-20,0.0,63.670411985018724,61.95652173913044
Defender,33,6.0,53.0,15.0,73,0.0,0.0,30.0,189.0,83.0,3.0,201.0,12.0,0.0,2.0,2,1384,41.94,1.0,7.0,14,0.0,117.0,7,0,20,2.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tyrone Mings,26,England,6500000,74,2019-20,0.0,60.0,59.29203539823009
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kevin Mirallas,31,Belgium,9000000,78,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mix Diskerud,28,United States,3100000,72,2019-20,0.0,0.0,0.0
Midfielder,3,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0,69,23.0,0.0,4.0,0,1.0,1.0,1,0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,0.0,0.0,Henrikh Mkhitaryan,30,Armenia,17000000,81,2019-20,0.0,31.57894736842105,66.66666666666667
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jan Mlakar,20,Slovenia,675000,62,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mohamed Elneny,26,Egypt,9500000,77,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jayson Molumby,19,Republic of Ireland,525000,61,2019-20,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Elliott Moore,22,England,1100000,68,2019-20,0.0,0.0,0.0
Midfielder,31,0.0,0.0,37.0,65,0.0,8.0,23.0,27.0,10.0,0.0,134.0,38.0,0.0,0.0,2,970,31.29,4.0,109.0,21,4.0,43.0,1,1,13,0.0,2,0.0,1.0,1.0,0.0,0.06,33.0,24,3.0,0.0,0.0,Aaron Mooy,28,Australia,7500000,76,2019-20,0.0,43.347639484978544,37.5
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Marlos Moreno,22,Colombia,4300000,72,2019-20,0.0,0.0,0.0
Defender,11,1.0,6.0,4.0,25,0.0,1.0,7.0,19.0,7.0,0.0,16.0,2.0,0.0,0.0,0,245,22.27,0.0,0.0,0,0.0,7.0,0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Wes Morgan,35,Jamaica,2000000,75,2019-20,0.0,53.06122448979592,55.55555555555556
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Carlton Morris,23,England,950000,66,2019-20,0.0,0.0,0.0
Midfielder,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,6.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Ravel Morrison,26,England,9500000,76,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Victor Moses,28,Nigeria,10500000,78,2019-20,0.0,0.0,0.0
Midfielder,37,0.0,0.0,37.0,46,0.0,28.0,16.0,18.0,7.0,0.0,141.0,40.0,0.0,0.0,5,1241,33.54,8.0,136.0,24,3.0,26.0,3,0,37,4.0,7,0.0,7.0,0.0,3.0,0.19,78.0,37,9.0,0.0,0.0,Mason Mount,20,England,11500000,75,2019-20,0.0,38.58024691358025,17.54385964912281
Forward,30,0.0,0.0,9.0,0,0.0,14.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4,240,8.0,7.0,4.0,0,0.0,0.0,1,0,24,16.0,6,0.0,4.0,2.0,1.0,0.2,37.0,24,6.0,0.0,0.0,Lys Mousset,23,France,3200000,71,2019-20,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Arijanet Muric,20,Kosovo,1400000,67,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jacob Murphy,24,England,3100000,71,2019-20,0.0,0.0,0.0
Forward,23,0.0,0.0,5.0,0,0.0,3.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,1,167,7.26,2.0,4.0,0,0.0,0.0,0,0,15,10.0,1,0.0,1.0,0.0,0.0,0.04,18.0,28,4.0,0.0,0.0,Glenn Murray,35,England,4100000,77,2019-20,0.0,0.0,0.0
Defender,15,4.0,17.0,17.0,59,0.0,2.0,18.0,70.0,44.0,0.0,42.0,3.0,0.0,0.0,1,844,56.27,1.0,2.0,50,0.0,48.0,2,0,14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Shkodran Mustafi,27,Germany,13000000,79,2019-20,0.0,67.6923076923077,75.5813953488372
Midfielder,29,0.0,0.0,55.0,51,0.0,0.0,39.0,32.0,7.0,0.0,155.0,14.0,0.0,1.0,0,782,26.97,0.0,4.0,0,0.0,24.0,5,0,26,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,14,0.0,0.0,0.0,Marvelous Nakamba,25,Zimbabwe,9000000,76,2019-20,0.0,51.111111111111114,44.23076923076923
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Samir Nasri,32,France,8000000,78,2019-20,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Layton Ndukwu,20,England,550000,61,2019-20,0.0,0.0,0.0
Forward,17,0.0,0.0,11.0,0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,207,12.18,0.0,24.0,0,0.0,0.0,1,0,8,4.0,1,0.0,1.0,0.0,0.0,0.06,11.0,36,0.0,0.0,0.0,Reiss Nelson,19,England,6000000,72,2019-20,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nélson Oliveira,27,Portugal,4300000,73,2019-20,0.0,0.0,0.0
Forward,13,0.0,0.0,7.0,0,0.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0,140,10.77,1.0,1.0,0,0.0,0.0,0,1,16,3.0,2,0.0,1.0,1.0,4.0,0.15,15.0,33,3.0,0.0,0.0,Eddie Nketiah,20,England,2000000,68,2019-20,0.0,0.0,0.0
Midfielder,1,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Georges-Kévin Nkoudou,24,France,7500000,74,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Felix Nmecha,18,England,625000,62,2019-20,0.0,0.0,0.0
Midfielder,33,0.0,0.0,52.0,58,0.0,3.0,20.0,10.0,8.0,0.0,189.0,25.0,0.0,0.0,3,1504,45.58,5.0,41.0,32,4.0,111.0,5,0,28,1.0,4,0.0,4.0,0.0,0.0,0.12,17.0,35,0.0,0.0,0.0,Mark Noble,32,England,6000000,76,2019-20,0.0,50.40983606557377,55.55555555555556
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Rhys Norrington-Davies,20,Wales,180000,56,2019-20,0.0,0.0,0.0
Midfielder,38,0.0,0.0,66.0,56,0.0,5.0,47.0,39.0,19.0,0.0,275.0,9.0,0.0,0.0,1,2007,52.82,6.0,198.0,27,1.0,231.0,8,0,32,1.0,1,0.0,1.0,0.0,0.0,0.03,17.0,35,0.0,0.0,0.0,Oliver Norwood,28,Northern Ireland,6500000,75,2019-20,0.0,50.185873605947954,59.45945945945946
Goalkeeper,7,1.0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,152,21.71,0.0,0.0,0,0.0,35.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.0,0.0,Ørjan Nyland,28,Norway,2300000,72,2019-20,6.0,0.0,0.0
Defender,33,12.0,28.0,23.0,61,1.0,3.0,42.0,144.0,76.0,0.0,184.0,9.0,0.0,1.0,1,1557,47.18,6.0,51.0,22,1.0,125.0,4,0,22,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jack O'Connell,25,England,6500000,74,2019-20,0.0,61.904761904761905,67.16417910447761
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kieran O'Hara,23,Republic of Ireland,240000,60,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Callum O'Hare,21,England,450000,60,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Aiden O'Neill,20,Australia,950000,66,2019-20,0.0,0.0,0.0
Forward,21,0.0,0.0,7.0,0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,137,6.52,2.0,2.0,0,0.0,0.0,1,0,11,3.0,3,0.0,2.0,1.0,0.0,0.14,12.0,42,0.0,0.0,0.0,Michael Obafemi,18,Republic of Ireland,775000,63,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nnamdi Ofoborh,19,Nigeria,650000,62,2019-20,0.0,0.0,0.0
Defender,31,6.0,44.0,38.0,63,1.0,1.0,27.0,130.0,65.0,0.0,141.0,5.0,1.0,0.0,0,977,31.52,0.0,2.0,50,1.0,76.0,4,0,22,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Angelo Ogbonna,31,Italy,6500000,77,2019-20,0.0,62.109375,62.19512195121951
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Josh Onomah,22,England,1800000,69,2019-20,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Henry Onyekuru,22,Nigeria,15500000,78,2019-20,0.0,0.0,0.0
Forward,28,0.0,0.0,12.0,0,0.0,4.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1,196,7.0,1.0,18.0,0,0.0,0.0,1,0,12,0.0,4,1.0,2.0,1.0,0.0,0.14,14.0,43,0.0,0.0,0.0,Divock Origi,24,Belgium,14000000,78,2019-20,0.0,0.0,0.0
Midfielder,13,0.0,0.0,15.0,67,0.0,1.0,6.0,6.0,2.0,0.0,43.0,4.0,0.0,0.0,0,231,17.77,1.0,16.0,19,0.0,8.0,0,0,9,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,33,0.0,0.0,0.0,Ben Osborn,24,England,3700000,72,2019-20,0.0,46.96969696969697,40.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Jordi Osei-Tutu,20,England,325000,59,2019-20,0.0,0.0,0.0
Defender,24,6.0,21.0,28.0,50,0.0,2.0,21.0,73.0,33.0,0.0,84.0,3.0,0.0,1.0,0,1533,63.88,0.0,0.0,0,0.0,60.0,3,0,21,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nicolás Otamendi,31,Argentina,19000000,83,2019-20,0.0,56.287425149700596,62.244897959183675
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Reece Oxford,20,England,1300000,67,2019-20,0.0,0.0,0.0
Midfielder,30,0.0,0.0,18.0,50,0.0,18.0,22.0,8.0,1.0,0.0,79.0,29.0,0.0,0.0,1,701,23.37,0.0,46.0,15,4.0,42.0,1,0,17,2.0,4,0.0,4.0,0.0,1.0,0.13,40.0,25,0.0,0.0,0.0,Alex Oxlade-Chamberlain,25,England,18500000,80,2019-20,0.0,42.13483146067416,32.55813953488372
Midfielder,18,0.0,0.0,17.0,47,0.0,4.0,5.0,1.0,0.0,0.0,71.0,16.0,0.0,0.0,2,836,46.44,1.0,72.0,28,2.0,21.0,1,0,14,6.0,1,0.0,0.0,1.0,0.0,0.06,9.0,33,1.0,0.0,0.0,Mesut Özil,30,Germany,29500000,84,2019-20,0.0,44.44444444444444,20.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kasey Palmer,22,England,2600000,70,2019-20,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Erik Palmer-Brown,22,United States,850000,66,2019-20,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,David Parkhouse,19,Northern Ireland,290000,59,2019-20,0.0,0.0,0.0
Forward,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Troy Parrott,17,Republic of Ireland,1000000,64,2019-20,0.0,0.0,0.0
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Felix Passlack,21,Germany,1500000,68,2019-20,0.0,0.0,0.0
Goalkeeper,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Bailey Peacock-Farrell,22,Northern Ireland,1300000,69,2019-20,0.0,0.0,0.0
Forward,29,0.0,0.0,9.0,0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,349,12.03,5.0,48.0,0,0.0,0.0,3,0,14,4.0,3,0.0,1.0,2.0,0.0,0.1,17.0,35,3.0,0.0,0.0,Pedro Neto,19,Portugal,1400000,66,2019-20,0.0,0.0,0.0
Forward,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Adalberto Peñaranda,22,Venezuela,4600000,72,2019-20,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matthew Pennington,24,England,1200000,68,2019-20,0.0,0.0,0.0
Forward,31,0.0,0.0,32.0,0,0.0,13.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6,706,22.77,8.0,109.0,0,0.0,0.0,4,0,14,4.0,5,0.0,0.0,5.0,3.0,0.16,50.0,36,2.0,0.0,0.0,Nicolas Pépé,24,Ivory Coast,34500000,83,2019-20,0.0,0.0,0.0
Midfielder,28,0.0,0.0,20.0,40,0.0,8.0,14.0,5.0,3.0,0.0,98.0,20.0,0.0,0.0,0,613,21.89,1.0,32.0,19,0.0,12.0,4,0,21,5.0,3,0.0,2.0,1.0,0.0,0.11,21.0,43,2.0,0.0,0.0,Roberto Pereyra,28,Argentina,15000000,80,2019-20,0.0,39.39393939393939,18.51851851851852
Midfielder,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Taylor Perry,17,England,160000,55,2019-20,0.0,0.0,0.0
Defender,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nathaniel Phillips,22,England,450000,61,2019-20,0.0,0.0,0.0
Goalkeeper,38,9.0,56.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1184,31.16,0.0,0.0,0,0.0,293.0,2,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,94.0,0.0,Jordan Pickford,25,England,24000000,83,2019-20,37.0,0.0,0.0
Defender,24,6.0,35.0,54.0,59,0.0,1.0,28.0,48.0,23.0,0.0,97.0,4.0,0.0,0.0,4,745,31.04,5.0,41.0,27,3.0,29.0,2,0,21,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Erik Pieters,30,Netherlands,3200000,73,2019-20,0.0,54.1871921182266,64.70588235294117
Midfielder,16,0.0,0.0,20.0,45,0.0,5.0,7.0,10.0,7.0,0.0,109.0,27.0,0.0,1.0,3,1034,64.63,3.0,6.0,17,10.0,94.0,1,0,26,2.0,1,0.0,1.0,0.0,0.0,0.06,22.0,36,3.0,0.0,0.0,Paul Pogba,26,France,72500000,88,2019-20,0.0,52.513966480446925,72.5
Goalkeeper,38,15.0,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1007,26.5,0.0,0.0,0,0.0,277.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,120.0,1.0,Nick Pope,27,England,11000000,79,2019-20,63.0,0.0,0.0
