Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,mod name,age,nationality,value_eur,overall,Season
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Harry Arter,29,Republic of Ireland,5500000,74,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Daniel Arzani,20,Australia,2300000,69,2019-20
Midfielder,19,,,10.0,80%,,1.0,5.0,6.0,4.0,,42.0,42.0,71.0,16.0,7.0,14.0,,0.0,3,198,10.42,2.0,17.0,41%,1.0,5.0,2,0,11,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20%,0.0,,,,,,,,,Christian Atsu,27,Ghana,6000000,74,2019-20
Forward,36,,,31.0,,,23.0,14.0,13.0,4.0,,,,,,,,,,3,817,22.69,7.0,89.0,,,,3,1,14,20.0,22,3.0,16.0,3.0,4.0,0.61,2.0,1.0,93.0,42.0,45%,10.0,,,,,,,,,Pierre-Emerick Aubameyang,30,Gabon,57000000,88,2019-20
Defender,33,6.0,32.0,93.0,74%,0.0,6.0,47.0,84.0,48.0,0.0,165.0,224.0,187.0,39.0,70.0,64.0,1.0,1.0,5,"1,281",38.82,4.0,137.0,15%,0.0,33.0,2,1,41,6.0,1,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,Serge Aurier,26,Ivory Coast,13000000,79,2019-20
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Charlie Austin,29,England,6500000,75,2019-20
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Taiwo Awoniyi,21,Nigeria,3700000,71,2019-20
Forward,37,,,48.0,,,14.0,15.0,20.0,15.0,,,,,,,,,,2,814,22.0,4.0,25.0,,,,6,0,59,9.0,9,1.0,7.0,1.0,1.0,0.24,0.0,0.0,58.0,24.0,41%,5.0,,,,,,,,,Jordan Ayew,27,Ghana,7000000,75,2019-20
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Bachmann,24,Austria,1100000,69,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Owen Bailey,20,England,190000,56,2019-20
Defender,4,1.0,1.0,0.0,0%,0.0,0.0,4.0,7.0,3.0,0.0,9.0,9.0,3.0,1.0,8.0,0.0,0.0,0.0,0,78,19.5,0.0,0.0,0%,0.0,4.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Eric Bailly,25,Ivory Coast,16500000,80,2019-20
Defender,8,0.0,8.0,10.0,60%,0.0,0.0,5.0,10.0,4.0,0.0,17.0,21.0,14.0,2.0,5.0,7.0,0.0,0.0,0,155,19.38,1.0,27.0,37%,0.0,3.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Leighton Baines,34,England,2300000,75,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Lewis Baker,24,England,3200000,71,2019-20
Defender,17,3.0,24.0,17.0,71%,0.0,2.0,26.0,71.0,43.0,0.0,65.0,74.0,59.0,2.0,54.0,37.0,0.0,2.0,0,503,29.59,1.0,1.0,0%,1.0,35.0,2,0,6,0.0,1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,Fabián Balbuena,27,Paraguay,13500000,79,2019-20
Defender,38,13.0,39.0,62.0,69%,0.0,3.0,34.0,69.0,35.0,0.0,167.0,186.0,172.0,42.0,39.0,57.0,0.0,1.0,3,"1,118",29.42,2.0,128.0,29%,0.0,22.0,7,0,47,11.0,2,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,George Baldock,26,England,1100000,69,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Beni Baningime,20,DR Congo,1100000,67,2019-20
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Ben Barclay,22,England,300000,60,2019-20
Defender,21,9.0,19.0,49.0,73%,0.0,4.0,30.0,66.0,36.0,1.0,80.0,102.0,77.0,4.0,38.0,26.0,0.0,0.0,1,658,31.33,3.0,33.0,18%,3.0,49.0,6,0,35,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Phil Bardsley,34,Scotland,1100000,72,2019-20
Midfielder,21,,,16.0,56%,,16.0,7.0,7.0,3.0,,69.0,70.0,80.0,27.0,12.0,13.0,,0.0,4,618,29.43,2.0,12.0,17%,6.0,39.0,0,0,9,0.0,1,0.0,0.0,1.0,1.0,0.05,0.0,0.0,40.0,12.0,30%,3.0,,,,,,,,,Ross Barkley,25,England,16000000,79,2019-20
Forward,19,,,10.0,,,8.0,6.0,8.0,4.0,,,,,,,,,,0,251,13.21,0.0,5.0,,,,4,0,35,13.0,6,0.0,6.0,0.0,0.0,0.32,1.0,0.0,40.0,12.0,30%,7.0,,,,,,,,,Ashley Barnes,29,England,10500000,78,2019-20
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Antonio Barreca,24,Italy,6500000,74,2019-20
Defender,38,12.0,37.0,85.0,56%,0.0,0.0,77.0,167.0,102.0,0.0,188.0,247.0,140.0,24.0,109.0,62.0,0.0,1.0,1,"1,316",34.63,2.0,51.0,12%,0.0,70.0,4,0,26,5.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Chris Basham,30,England,3200000,73,2019-20
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Danny Batth,28,England,2400000,71,2019-20
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nathan Baxter,20,England,500000,63,2019-20
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gavin Bazunu,17,Republic of Ireland,290000,59,2019-20
Defender,34,7.0,57.0,65.0,58%,1.0,1.0,77.0,193.0,90.0,0.0,161.0,204.0,109.0,2.0,127.0,47.0,1.0,3.0,1,"1,537",45.21,1.0,1.0,0%,0.0,85.0,4,0,33,0.0,1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,Jan Bednarek,23,Poland,11000000,77,2019-20
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Yohan Benalouane,32,Tunisia,1500000,71,2019-20
Defender,16,2.0,17.0,9.0,67%,0.0,0.0,16.0,36.0,17.0,0.0,54.0,38.0,38.0,0.0,28.0,24.0,0.0,0.0,0,433,27.06,0.0,6.0,33%,0.0,23.0,2,0,7,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Ryan Bennett,29,England,3400000,73,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Josh Benson,19,England,525000,62,2019-20
Midfielder,12,,,23.0,57%,,2.0,19.0,9.0,5.0,,46.0,50.0,54.0,8.0,14.0,13.0,,1.0,0,406,33.83,0.0,2.0,0%,0.0,25.0,2,0,19,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0%,0.0,,,,,,,,,Nabil Bentaleb,24,Algeria,11500000,77,2019-20
Midfielder,14,,,22.0,68%,,1.0,10.0,13.0,8.0,,56.0,77.0,50.0,15.0,35.0,16.0,,0.0,1,368,26.29,1.0,22.0,9%,0.0,13.0,0,0,18,1.0,1,0.0,1.0,0.0,0.0,0.07,0.0,0.0,5.0,2.0,40%,1.0,,,,,,,,,Sander Berge,21,Norway,17000000,79,2019-20
Forward,14,,,10.0,,,3.0,1.0,5.0,1.0,,,,,,,,,,1,244,17.43,1.0,10.0,,,,2,0,7,0.0,3,0.0,3.0,0.0,0.0,0.21,0.0,0.0,9.0,4.0,44%,0.0,,,,,,,,,Steven Bergwijn,21,Netherlands,30000000,82,2019-20
Midfielder,34,,,36.0,50%,,23.0,24.0,12.0,6.0,,129.0,110.0,112.0,40.0,14.0,24.0,,0.0,7,"1,374",40.41,8.0,72.0,24%,1.0,39.0,5,0,23,2.0,6,1.0,0.0,5.0,2.0,0.18,0.0,0.0,52.0,15.0,29%,6.0,,,,,,,,,Bernardo Silva,24,Portugal,64000000,87,2019-20
Defender,32,7.0,44.0,47.0,62%,0.0,4.0,37.0,28.0,11.0,0.0,118.0,149.0,147.0,11.0,59.0,58.0,0.0,0.0,1,"1,229",38.41,4.0,122.0,30%,2.0,43.0,3,1,27,1.0,1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,Ryan Bertrand,29,England,8500000,78,2019-20
Midfielder,34,,,72.0,64%,,6.0,66.0,94.0,55.0,,162.0,228.0,202.0,22.0,111.0,78.0,,1.0,1,"1,154",33.94,2.0,14.0,7%,1.0,43.0,8,0,38,2.0,1,0.0,0.0,1.0,0.0,0.03,0.0,0.0,33.0,8.0,24%,2.0,,,,,,,,,Philip Billing,23,Denmark,8000000,74,2019-20
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nathan Bishop,19,England,525000,63,2019-20
Midfielder,22,,,49.0,78%,,2.0,21.0,21.0,9.0,,105.0,112.0,108.0,32.0,17.0,16.0,,0.0,0,619,28.14,0.0,6.0,17%,3.0,35.0,4,0,31,0.0,1,0.0,1.0,0.0,1.0,0.05,0.0,0.0,16.0,7.0,44%,0.0,,,,,,,,,Yves Bissouma,22,Mali,9000000,75,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Birkir Bjarnason,31,Iceland,0,69,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Luke Bolton,19,England,650000,62,2019-20
Defender,22,12.0,15.0,57.0,58%,0.0,2.0,39.0,103.0,62.0,0.0,117.0,160.0,75.0,9.0,87.0,29.0,0.0,0.0,1,984,44.73,2.0,2.0,0%,0.0,39.0,1,1,24,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Willy Boly,28,France,12500000,79,2019-20
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Artur Boruc,39,Poland,675000,75,2019-20
Midfielder,20,,,16.0,50%,,6.0,4.0,0.0,0.0,,45.0,96.0,116.0,53.0,7.0,11.0,,0.0,2,288,14.4,4.0,27.0,11%,1.0,6.0,2,0,25,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,39%,1.0,,,,,,,,,Sofiane Boufal,25,Morocco,11000000,77,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Jamie Bowden,17,England,325000,59,2019-20
Forward,13,,,19.0,,,10.0,16.0,4.0,1.0,,,,,,,,,,4,213,16.38,4.0,60.0,,,,0,0,4,1.0,1,0.0,0.0,1.0,2.0,0.08,0.0,0.0,24.0,7.0,29%,2.0,,,,,,,,,Jarrod Bowen,22,England,10000000,75,2019-20
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Brad Smith,25,Australia,625000,65,2019-20
Midfielder,17,,,11.0,82%,,5.0,5.0,7.0,4.0,,36.0,33.0,38.0,6.0,12.0,9.0,,0.0,2,151,8.88,1.0,14.0,7%,2.0,4.0,1,0,8,1.0,1,0.0,0.0,1.0,1.0,0.06,0.0,0.0,12.0,1.0,8%,0.0,,,,,,,,,Robbie Brady,27,Republic of Ireland,8000000,76,2019-20
Defender,4,1.0,6.0,8.0,88%,0.0,0.0,2.0,11.0,7.0,0.0,18.0,20.0,21.0,1.0,9.0,15.0,0.0,0.0,0,223,55.75,0.0,0.0,0%,0.0,13.0,0,0,4,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Jarrad Branthwaite,17,England,50000,49,2019-20
Goalkeeper,4,1.0,7.0,,,,,,,,,,,,,,,0.0,0.0,0,119,29.75,,,,,22.0,0,0,0,,0,,,,,,,,,,,,8.0,0.0,2.0,0.0,1.0,0.0,17.0,28.0,Claudio Bravo,22,Argentina,2800000,70,2019-20
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,James Bree,21,England,750000,65,2019-20
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Rhian Brewster,19,England,975000,64,2019-20
Midfielder,9,,,5.0,100%,,3.0,2.0,1.0,1.0,,13.0,23.0,42.0,12.0,0.0,7.0,,0.0,0,153,17.0,0.0,24.0,25%,0.0,4.0,1,0,4,0.0,1,0.0,0.0,1.0,1.0,0.11,0.0,0.0,6.0,2.0,33%,0.0,,,,,,,,,David Brooks,21,Wales,14000000,77,2019-20
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Isaiah Brown,22,England,2600000,70,2019-20
