Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,mod name,age,nationality,value_eur,overall,Season
Defender,38,7.0,41.0,67.0,63%,0.0,7.0,60.0,84.0,63.0,1.0,166.0,253.0,206.0,20.0,145.0,103.0,1.0,0.0,5,"1,399",36.82,9.0,62.0,23%,3.0,53.0,5,0,30,3.0,4,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,Matt Doherty,26,Republic of Ireland,5500000,74,2018-19
Midfielder,8,,,9.0,78%,,0.0,3.0,1.0,0.0,,30.0,22.0,33.0,5.0,2.0,8.0,,0.0,0,227,28.38,0.0,2.0,50%,0.0,15.0,0,0,7,0.0,1,0.0,1.0,0.0,0.0,0.13,0.0,0.0,5.0,1.0,20%,0.0,,,,,,,,,Domingos Quina,18,Portugal,350000,59,2018-19
Midfielder,35,,,71.0,54%,,19.0,34.0,54.0,22.0,,257.0,156.0,174.0,32.0,41.0,37.0,,1.0,6,"1,942",55.49,8.0,11.0,18%,5.0,59.0,7,0,36,2.0,5,2.0,2.0,1.0,0.0,0.14,0.0,0.0,52.0,17.0,33%,5.0,,,,,,,,,Abdoulaye Doucouré,25,France,20500000,81,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Barry Douglas,28,Scotland,5500000,75,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Kieran Dowell,20,England,3400000,70,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Vlad Dragomir,19,Romania,270000,58,2018-19
Defender,35,7.0,54.0,35.0,57%,0.0,2.0,36.0,243.0,170.0,4.0,144.0,237.0,102.0,5.0,187.0,71.0,0.0,0.0,1,"1,305",37.29,0.0,2.0,50%,0.0,108.0,4,1,22,4.0,5,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,Shane Duffy,26,Republic of Ireland,9000000,77,2018-19
Defender,1,0.0,0.0,1.0,0%,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0,19,19.0,0.0,2.0,0%,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Demeaco Duhaney,19,England,475000,61,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Stephen Duke-McKenna,17,England,250000,58,2018-19
Defender,26,6.0,27.0,34.0,65%,0.0,2.0,37.0,123.0,73.0,1.0,80.0,104.0,53.0,2.0,61.0,27.0,0.0,0.0,0,758,29.15,1.0,32.0,22%,0.0,51.0,1,0,11,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Paul Dummett,26,Wales,5500000,74,2018-19
Defender,36,7.0,55.0,42.0,62%,2.0,2.0,46.0,193.0,118.0,1.0,207.0,175.0,114.0,0.0,120.0,63.0,0.0,2.0,1,"1,490",41.39,1.0,2.0,0%,2.0,162.0,5,1,22,0.0,2,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Lewis Dunk,26,England,9500000,77,2018-19
Defender,28,3.0,45.0,35.0,63%,0.0,4.0,41.0,37.0,12.0,0.0,136.0,91.0,91.0,12.0,22.0,36.0,0.0,0.0,1,774,27.64,0.0,66.0,18%,0.0,34.0,0,0,13,1.0,0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,Erik Durm,26,Germany,6500000,75,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Ethan Ebanks-Landell,25,England,675000,66,2018-19
Defender,38,10.0,67.0,69.0,52%,0.0,4.0,81.0,171.0,89.0,0.0,268.0,177.0,121.0,10.0,87.0,62.0,0.0,2.0,1,957,25.18,0.0,20.0,10%,2.0,90.0,0,0,15,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Bruno Manga,29,Gabon,4400000,74,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Rarmani Edmonds-Green,19,England,170000,55,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Ovie Ejaria,20,England,1700000,67,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Callum Elder,23,Australia,675000,65,2018-19
Midfielder,16,,,16.0,69%,,5.0,6.0,5.0,1.0,,44.0,48.0,55.0,10.0,9.0,15.0,,0.0,0,222,13.88,2.0,48.0,27%,2.0,8.0,0,0,10,2.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,6.0,30%,4.0,,,,,,,,,Mohamed Elyounoussi,23,Norway,17500000,79,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Niall Ennis,19,England,280000,58,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Bright Enobakhare,20,Nigeria,1400000,66,2018-19
Midfielder,35,,,41.0,61%,,28.0,15.0,7.0,3.0,,188.0,88.0,140.0,18.0,13.0,34.0,,0.0,12,"1,872",53.49,10.0,117.0,28%,24.0,79.0,3,0,17,2.0,8,0.0,5.0,3.0,3.0,0.23,0.0,1.0,83.0,30.0,36%,4.0,,,,,,,,,Christian Eriksen,26,Denmark,73500000,88,2018-19
Goalkeeper,38,10.0,69.0,,,,,,,,,,,,,,,0.0,0.0,0,"1,144",30.11,,,,,346.0,2,0,0,,0,,,,,,,,,,,,141.0,3.0,11.0,12.0,6.0,19.0,51.0,319.0,Neil Etheridge,28,Philippines,3300000,73,2018-19
Defender,24,5.0,26.0,24.0,54%,0.0,3.0,33.0,146.0,79.0,0.0,113.0,113.0,67.0,0.0,72.0,38.0,0.0,0.0,0,"1,029",42.88,0.0,1.0,100%,0.0,66.0,2,0,21,0.0,1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,Jonny Evans,30,Northern Ireland,7500000,78,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adam Federici,33,Australia,1600000,72,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Liam Feeney,31,England,675000,67,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Edimilson Fernandes,22,Switzerland,3500000,71,2018-19
Defender,19,3.0,24.0,16.0,75%,0.0,1.0,25.0,102.0,55.0,0.0,78.0,60.0,54.0,0.0,38.0,31.0,0.0,0.0,1,611,32.16,1.0,5.0,40%,0.0,73.0,2,0,12,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Federico Fernández,29,Argentina,6000000,76,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Jon Flanagan,25,England,950000,68,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Jake Flannigan,22,England,325000,61,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Michael Folivi,20,England,350000,59,2018-19
Goalkeeper,1,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0,19,19.0,,,,,5.0,0,0,0,,0,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,Fraser Forster,30,England,5500000,76,2018-19
Goalkeeper,38,7.0,59.0,,,,,,,,,,,,,,,0.0,2.0,0,"1,151",30.29,,,,,365.0,1,0,2,,0,,,,,,,,,,,,127.0,1.0,10.0,25.0,8.0,32.0,98.0,308.0,Ben Foster,35,England,2100000,77,2018-19
Defender,12,0.0,18.0,18.0,39%,0.0,0.0,12.0,25.0,10.0,0.0,42.0,34.0,33.0,8.0,7.0,13.0,1.0,1.0,0,406,33.83,0.0,15.0,20%,1.0,19.0,3,0,7,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Timothy Fosu-Mensah,20,Netherlands,8000000,74,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Dimitri Foulquier,25,France,2000000,70,2018-19
Defender,12,3.0,11.0,31.0,55%,1.0,0.0,10.0,48.0,27.0,0.0,53.0,84.0,52.0,19.0,25.0,19.0,0.0,1.0,0,586,48.83,2.0,2.0,0%,1.0,21.0,3,1,16,0.0,1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Juan Foyth,20,Argentina,3500000,70,2018-19
Defender,17,4.0,24.0,25.0,56%,0.0,0.0,19.0,66.0,40.0,0.0,65.0,85.0,74.0,5.0,47.0,40.0,0.0,0.0,2,654,38.47,0.0,32.0,34%,0.0,30.0,1,0,11,3.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Simon Francis,33,England,2700000,75,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Tyrese Francois,17,Australia,180000,56,2018-19
Midfielder,38,,,19.0,58%,,15.0,22.0,19.0,4.0,,135.0,120.0,112.0,24.0,11.0,28.0,,0.0,14,"1,195",31.45,28.0,271.0,28%,6.0,28.0,2,0,6,10.0,7,0.0,5.0,2.0,1.0,0.18,0.0,0.0,51.0,25.0,49%,2.0,,,,,,,,,Ryan Fraser,24,Scotland,8500000,75,2018-19
Defender,15,3.0,16.0,38.0,61%,1.0,2.0,13.0,39.0,22.0,1.0,51.0,80.0,43.0,12.0,20.0,12.0,0.0,1.0,0,436,29.07,1.0,20.0,25%,0.0,14.0,5,0,9,1.0,1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,Ryan Fredericks,25,England,4300000,73,2018-19
Defender,3,0.0,5.0,4.0,75%,0.0,1.0,4.0,7.0,4.0,0.0,17.0,10.0,8.0,1.0,3.0,3.0,0.0,0.0,0,118,39.33,0.0,15.0,27%,0.0,7.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Christian Fuchs,32,Austria,3700000,75,2018-19
Forward,12,,,6.0,,,3.0,3.0,5.0,3.0,,,,,,,,,,0,121,10.08,0.0,4.0,,,,0,0,9,1.0,1,0.0,0.0,1.0,0.0,0.08,0.0,0.0,20.0,8.0,40%,2.0,,,,,,,,,Manolo Gabbiadini,26,Italy,11000000,77,2018-19
Forward,29,,,10.0,,,6.0,3.0,3.0,2.0,,,,,,,,,,3,357,12.31,4.0,4.0,,,,1,0,12,13.0,7,2.0,3.0,2.0,1.0,0.24,1.0,0.0,43.0,25.0,58%,18.0,,,,,,,,,Gabriel Jesus,21,Brazil,41000000,83,2018-19
Forward,4,,,0.0,,,0.0,0.0,1.0,0.0,,,,,,,,,,0,6,1.5,0.0,0.0,,,,0,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Sam Gallagher,22,England,1600000,69,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Brendan Galloway,22,England,900000,67,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Luke Garbutt,25,England,1100000,69,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Dwight Gayle,27,England,7000000,75,2018-19
Goalkeeper,3,1.0,2.0,,,,,,,,,,,,,,,0.0,0.0,0,95,31.67,,,,,18.0,0,0,0,,0,,,,,,,,,,,,11.0,0.0,2.0,2.0,1.0,1.0,13.0,26.0,Paulo Gazzaniga,26,Argentina,1600000,70,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Anthony Georgiou,21,Cyprus,575000,62,2018-19
Midfielder,19,,,14.0,,,10.0,7.0,3.0,2.0,,,,,,,,,,0,422,22.21,3.0,45.0,,,,3,0,13,0.0,1,0.0,0.0,1.0,1.0,0.05,0.0,0.0,19.0,5.0,26%,1.0,,,,,,,,,Rachid Ghezzal,26,Algeria,8000000,75,2018-19
Midfielder,26,,,6.0,50%,,2.0,1.0,0.0,0.0,,42.0,36.0,50.0,12.0,12.0,18.0,,0.0,1,317,12.19,2.0,17.0,35%,4.0,20.0,1,0,8,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,13%,2.0,,,,,,,,,Morgan Gibbs-White,18,England,925000,64,2018-19
Defender,1,0.0,3.0,1.0,100%,1.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,5.0,0.0,2.0,4.0,0.0,0.0,0,33,33.0,0.0,0.0,0%,0.0,1.0,1,0,2,0.0,1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,Ben Gibson,25,England,6500000,74,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Ryan Giles,18,England,260000,58,2018-19
Forward,27,,,3.0,,,7.0,3.0,6.0,6.0,,,,,,,,,,4,261,9.67,3.0,1.0,,,,1,0,12,6.0,2,1.0,0.0,1.0,1.0,0.07,0.0,0.0,32.0,10.0,31%,5.0,,,,,,,,,Olivier Giroud,31,France,20000000,82,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Paul Gladon,26,Netherlands,775000,66,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Connor Goldson,25,England,4800000,73,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Claudio Gomes,17,France,1100000,66,2018-19
Midfielder,25,,,58.0,41%,,5.0,20.0,45.0,22.0,,131.0,127.0,119.0,12.0,34.0,38.0,,1.0,1,970,38.8,2.0,6.0,17%,3.0,48.0,8,0,29,2.0,2,0.0,2.0,0.0,1.0,0.08,0.0,0.0,21.0,7.0,33%,2.0,,,,,,,,,Dan Gosling,28,England,4000000,73,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Lewis Grabban,30,England,3900000,73,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Jordan Graham,23,England,850000,66,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Jordan Graham,20,England,190000,57,2018-19
Forward,13,,,5.0,,,2.0,2.0,1.0,0.0,,,,,,,,,,0,212,16.31,0.0,9.0,,,,0,0,8,4.0,4,1.0,1.0,2.0,0.0,0.31,0.0,0.0,21.0,12.0,57%,3.0,,,,,,,,,Karlan Grant,20,England,875000,64,2018-19
Midfielder,34,,,25.0,48%,,13.0,9.0,13.0,2.0,,99.0,93.0,125.0,42.0,11.0,35.0,,0.0,1,657,19.32,0.0,52.0,8%,8.0,19.0,2,0,14,3.0,4,0.0,3.0,1.0,1.0,0.12,0.0,0.0,47.0,19.0,40%,5.0,,,,,,,,,Demarai Gray,22,England,11500000,76,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Green,38,England,210000,72,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Grimshaw,20,England,120000,54,2018-19
Midfielder,25,,,28.0,43%,,8.0,13.0,22.0,7.0,,90.0,63.0,96.0,4.0,18.0,37.0,,0.0,3,810,32.4,9.0,142.0,32%,2.0,53.0,1,0,11,5.0,3,1.0,2.0,0.0,0.0,0.12,1.0,0.0,24.0,9.0,38%,3.0,,,,,,,,,Pascal Groß,27,Germany,10000000,77,2018-19
Midfielder,33,,,142.0,63%,,8.0,75.0,44.0,11.0,,254.0,235.0,161.0,23.0,32.0,35.0,,0.0,2,"1,739",52.7,0.0,13.0,23%,4.0,104.0,6,0,54,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,4.0,21%,0.0,,,,,,,,,Idrissa Gueye,28,Senegal,18000000,82,2018-19
Goalkeeper,12,3.0,18.0,,,,,,,,,,,,,,,0.0,3.0,0,289,24.08,,,,,74.0,0,0,0,,0,,,,,,,,,,,,33.0,1.0,3.0,3.0,2.0,6.0,17.0,91.0,Angus Gunn,22,England,3300000,71,2018-19
Midfielder,28,,,51.0,57%,,3.0,38.0,54.0,22.0,,174.0,136.0,129.0,11.0,47.0,33.0,,0.0,1,749,26.75,2.0,12.0,17%,4.0,41.0,5,0,26,0.0,1,0.0,1.0,0.0,0.0,0.04,0.0,0.0,20.0,4.0,20%,2.0,,,,,,,,,Aron Gunnarsson,29,Iceland,3100000,73,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Viktor Gyökeres,20,Sweden,675000,62,2018-19
Defender,24,4.0,36.0,30.0,57%,0.0,3.0,21.0,27.0,11.0,0.0,106.0,81.0,72.0,10.0,23.0,23.0,0.0,1.0,0,726,30.25,2.0,91.0,24%,2.0,33.0,1,0,11,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Florent Hadergjonaj,23,Switzerland,6500000,74,2018-19
Goalkeeper,7,0.0,21.0,,,,,,,,,,,,,,,0.0,2.0,0,191,27.29,,,,,61.0,0,0,0,,0,,,,,,,,,,,,24.0,0.0,1.0,3.0,2.0,1.0,12.0,52.0,Ben Hamer,30,England,575000,68,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Ethan Hamilton,19,Scotland,925000,65,2018-19
Midfielder,13,,,12.0,42%,,0.0,3.0,4.0,1.0,,10.0,27.0,28.0,7.0,3.0,9.0,,0.0,0,88,6.77,1.0,15.0,27%,0.0,0.0,1,0,4,1.0,1,0.0,1.0,0.0,1.0,0.08,0.0,0.0,5.0,3.0,60%,1.0,,,,,,,,,Kadeem Harris,25,England,675000,65,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Jack Harrison,21,England,3100000,70,2018-19
Goalkeeper,19,4.0,41.0,,,,,,,,,,,,,,,0.0,0.0,0,565,29.74,,,,,205.0,0,0,0,,0,,,,,,,,,,,,77.0,1.0,5.0,3.0,6.0,5.0,50.0,181.0,Joe Hart,31,England,6500000,78,2018-19
Defender,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Kortney Hause,22,England,1100000,67,2018-19
Midfielder,25,,,73.0,59%,,10.0,40.0,28.0,16.0,,118.0,151.0,117.0,12.0,54.0,40.0,,0.0,4,720,28.8,4.0,11.0,36%,5.0,26.0,3,1,32,0.0,1,0.0,1.0,0.0,0.0,0.04,0.0,0.0,22.0,5.0,23%,0.0,,,,,,,,,Isaac Hayden,23,England,3700000,72,2018-19
Forward,37,,,14.0,,,34.0,13.0,4.0,3.0,,,,,,,,,,15,"1,819",49.16,18.0,145.0,,,,2,0,12,11.0,16,0.0,11.0,5.0,3.0,0.43,4.0,0.0,93.0,43.0,46%,8.0,,,,,,,,,Eden Hazard,27,Belgium,93000000,91,2018-19
Forward,3,,,1.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,0,7,2.33,0.0,3.0,,,,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,,,,,,,,,Rhys Healey,23,England,425000,62,2018-19
Goalkeeper,19,4.0,27.0,,,,,,,,,,,,,,,0.0,2.0,0,541,28.47,,,,,188.0,3,0,1,,0,,,,,,,,,,,,63.0,0.0,6.0,8.0,7.0,14.0,45.0,172.0,Tom Heaton,32,England,8500000,80,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Michael Hector,25,Jamaica,3400000,72,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Michael Hefele,27,Germany,1000000,69,2018-19
