Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,mod name,age,nationality,value_eur,overall,Season
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Brad Smith,24,Australia,850000,67,2018-19
Midfielder,16,,,15.0,47%,,4.0,7.0,15.0,5.0,,45.0,37.0,47.0,7.0,11.0,8.0,,0.0,1,223,13.94,2.0,53.0,21%,1.0,9.0,3,1,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,17%,1.0,,,,,,,,,Robbie Brady,26,Republic of Ireland,10500000,77,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claudio Bravo,21,Argentina,300000,60,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Rhian Brewster,18,England,700000,62,2018-19
Midfielder,30,,,38.0,68%,,8.0,24.0,22.0,2.0,,115.0,115.0,150.0,24.0,8.0,31.0,,0.0,5,855,28.5,9.0,33.0,24%,16.0,21.0,3,0,15,2.0,7,1.0,0.0,6.0,2.0,0.23,0.0,0.0,41.0,20.0,49%,8.0,,,,,,,,,David Brooks,20,Wales,2000000,69,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Ciaron Brown,20,England,80000,52,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Marcus Browne,20,England,450000,60,2018-19
Defender,28,5.0,53.0,61.0,67%,0.0,7.0,31.0,70.0,34.0,0.0,125.0,135.0,111.0,15.0,31.0,37.0,0.0,1.0,1,951,33.96,8.0,115.0,19%,1.0,47.0,5,0,25,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Joe Bryan,24,England,7500000,75,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Craig Bryson,31,Scotland,1500000,70,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcin Bulka,18,Poland,170000,56,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Burgoyne,21,England,575000,63,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Reece Burke,21,England,925000,66,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Dan Burn,26,England,2400000,71,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Matt Butcher,21,England,450000,61,2018-19
Goalkeeper,4,1.0,5.0,,,,,,,,,,,,,,,0.0,0.0,0,99,24.75,,,,,27.0,0,0,0,,0,,,,,,,,,,,,14.0,0.0,2.0,2.0,1.0,1.0,9.0,34.0,David Button,29,England,600000,68,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Sam Byram,24,England,3300000,72,2018-19
Defender,2,0.0,0.0,0.0,0%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,18,9.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Gary Cahill,32,England,10000000,81,2018-19
Midfielder,31,,,37.0,57%,,8.0,10.0,11.0,4.0,,139.0,129.0,96.0,43.0,9.0,15.0,,0.0,1,"1,373",44.29,4.0,27.0,22%,7.0,58.0,0,0,9,0.0,1,0.0,0.0,1.0,2.0,0.03,0.0,0.0,24.0,5.0,21%,0.0,,,,,,,,,Tom Cairney,27,Scotland,14000000,79,2018-19
Forward,35,,,13.0,,,9.0,8.0,19.0,14.0,,,,,,,,,,2,430,12.29,2.0,8.0,,,,3,0,34,6.0,6,4.0,2.0,0.0,1.0,0.17,0.0,0.0,52.0,16.0,31%,7.0,,,,,,,,,Dominic Calvert-Lewin,21,England,9000000,74,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lee Camp,33,Northern Ireland,325000,66,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Emre Can,24,Germany,19500000,80,2018-19
Midfielder,33,,,90.0,62%,,4.0,86.0,91.0,51.0,,255.0,243.0,180.0,32.0,66.0,49.0,,0.0,3,"1,749",53.0,2.0,5.0,20%,5.0,115.0,14,1,47,0.0,1,0.0,1.0,0.0,0.0,0.03,0.0,0.0,18.0,4.0,22%,1.0,,,,,,,,,Etienne Capoue,29,France,7000000,77,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Baily Cargill,22,England,825000,65,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Guido Carrillo,27,Argentina,8000000,75,2018-19
Forward,12,,,4.0,,,1.0,1.0,8.0,7.0,,,,,,,,,,0,136,11.33,0.0,1.0,,,,2,0,11,3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,6.0,43%,4.0,,,,,,,,,Andy Carroll,29,England,9000000,77,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Cameron Carter-Vickers,20,United States,2100000,69,2018-19
Defender,36,5.0,54.0,50.0,62%,2.0,4.0,38.0,179.0,76.0,0.0,161.0,146.0,116.0,2.0,86.0,79.0,2.0,1.0,0,"1,280",35.56,0.0,3.0,0%,0.0,98.0,2,0,16,0.0,3,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Craig Cathcart,29,Northern Ireland,4400000,74,2018-19
Defender,18,4.0,31.0,23.0,74%,1.0,4.0,22.0,50.0,23.0,0.0,83.0,58.0,56.0,7.0,23.0,25.0,0.0,2.0,2,594,33.0,2.0,64.0,23%,0.0,31.0,4,0,9,1.0,1,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,Cédric Soares,26,Portugal,8500000,77,2018-19
Defender,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Trevoh Chalobah,18,England,1000000,65,2018-19
Defender,31,5.0,52.0,63.0,57%,0.0,11.0,69.0,107.0,48.0,0.0,233.0,154.0,154.0,23.0,64.0,55.0,0.0,1.0,0,"1,484",47.87,1.0,14.0,0%,2.0,89.0,9,0,34,0.0,2,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,Calum Chambers,23,England,6500000,74,2018-19
Defender,36,10.0,43.0,55.0,53%,1.0,3.0,38.0,129.0,81.0,1.0,185.0,258.0,214.0,50.0,111.0,72.0,0.0,0.0,4,"1,684",46.78,2.0,132.0,17%,3.0,42.0,4,0,32,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Ben Chilwell,21,England,9500000,76,2018-19
Midfielder,2,,,0.0,,,1.0,0.0,1.0,0.0,,,,,,,,,,0,15,7.5,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50%,1.0,,,,,,,,,Tahith Chong,18,Netherlands,1100000,65,2018-19
Midfielder,9,,,24.0,42%,,1.0,15.0,12.0,3.0,,33.0,33.0,25.0,2.0,5.0,6.0,,0.0,0,240,26.67,1.0,3.0,33%,0.0,10.0,0,0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50%,1.0,,,,,,,,,Hamza Choudhury,20,England,1800000,69,2018-19
Defender,29,1.0,55.0,34.0,53%,0.0,6.0,22.0,53.0,14.0,0.0,98.0,80.0,81.0,9.0,26.0,33.0,0.0,0.0,2,840,28.97,2.0,140.0,22%,0.0,61.0,2,0,14,2.0,0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,Chris Löwe,29,Germany,3000000,73,2018-19
Defender,8,3.0,7.0,10.0,40%,0.0,0.0,4.0,27.0,11.0,0.0,49.0,32.0,26.0,1.0,18.0,17.0,0.0,0.0,0,458,57.25,0.0,0.0,0%,0.0,9.0,1,0,8,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Andreas Christensen,22,Denmark,26500000,82,2018-19
Defender,8,3.0,7.0,10.0,40%,0.0,0.0,4.0,27.0,11.0,0.0,49.0,32.0,26.0,1.0,18.0,17.0,0.0,0.0,0,458,57.25,0.0,0.0,0%,0.0,9.0,1,0,8,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Andreas Christensen,24,Denmark,325000,61,2018-19
Defender,28,2.0,42.0,41.0,54%,0.0,3.0,29.0,80.0,49.0,0.0,94.0,137.0,136.0,27.0,56.0,32.0,0.0,0.0,1,884,31.57,1.0,90.0,18%,0.0,21.0,7,0,29,2.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Cyrus Christie,25,Republic of Ireland,3400000,72,2018-19
Midfielder,3,,,0.0,0%,,0.0,3.0,4.0,2.0,,10.0,2.0,3.0,1.0,1.0,0.0,,0.0,0,34,11.33,0.0,0.0,0%,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Ibrahima Cissé,24,Guinea,1000000,68,2018-19
Defender,11,2.0,15.0,20.0,80%,0.0,2.0,12.0,57.0,33.0,0.0,46.0,68.0,34.0,0.0,43.0,23.0,0.0,0.0,0,304,27.64,0.0,3.0,0%,0.0,17.0,1,0,6,0.0,3,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Ciaran Clark,28,Republic of Ireland,7000000,76,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Jordy Clasie,27,Netherlands,8500000,76,2018-19
Midfielder,13,,,17.0,53%,,0.0,5.0,11.0,6.0,,37.0,26.0,39.0,1.0,4.0,10.0,,0.0,0,221,17.0,0.0,4.0,25%,0.0,12.0,2,0,8,1.0,1,0.0,1.0,0.0,1.0,0.08,0.0,0.0,4.0,2.0,50%,0.0,,,,,,,,,Tom Cleverley,28,England,7500000,76,2018-19
Defender,18,3.0,26.0,37.0,57%,1.0,1.0,18.0,28.0,9.0,0.0,64.0,52.0,51.0,4.0,6.0,12.0,0.0,0.0,1,518,28.78,0.0,21.0,19%,2.0,16.0,2,0,9,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Nathaniel Clyne,27,England,13500000,80,2018-19
Defender,38,9.0,46.0,31.0,61%,0.0,0.0,30.0,127.0,60.0,2.0,251.0,75.0,52.0,3.0,34.0,23.0,3.0,0.0,0,"1,688",44.42,1.0,0.0,0%,3.0,244.0,5,0,10,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Conor Coady,25,England,4200000,73,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Jack Colback,28,England,850000,69,2018-19
Defender,29,13.0,30.0,44.0,57%,1.0,3.0,27.0,74.0,43.0,0.0,169.0,129.0,109.0,21.0,46.0,31.0,1.0,0.0,2,"1,194",41.17,6.0,81.0,21%,0.0,42.0,1,0,22,3.0,2,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,Séamus Coleman,29,Republic of Ireland,11000000,80,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bradley Collins,21,England,300000,61,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Aaron Connolly,18,Republic of Ireland,625000,62,2018-19
Midfielder,37,,,51.0,53%,,7.0,29.0,79.0,32.0,,219.0,167.0,181.0,27.0,52.0,79.0,,0.0,2,"1,329",35.92,2.0,14.0,21%,3.0,76.0,6,0,30,4.0,1,0.0,0.0,1.0,0.0,0.03,0.0,0.0,17.0,2.0,12%,0.0,,,,,,,,,Jack Cork,29,England,12000000,79,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thibaut Courtois,26,Belgium,62000000,90,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Cameron Coxe,19,Wales,110000,53,2018-19
Defender,20,1.0,26.0,29.0,55%,1.0,3.0,23.0,42.0,23.0,0.0,85.0,72.0,45.0,6.0,25.0,18.0,0.0,0.0,1,812,40.6,1.0,75.0,21%,0.0,29.0,1,0,2,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Aaron Cresswell,28,England,6000000,76,2018-19
Forward,6,,,1.0,,,4.0,0.0,2.0,2.0,,,,,,,,,,0,28,4.67,0.0,0.0,,,,1,0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20%,1.0,,,,,,,,,Peter Crouch,37,England,1400000,73,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Josh Cullen,22,Republic of Ireland,850000,65,2018-19
Defender,7,1.0,17.0,18.0,39%,1.0,0.0,17.0,13.0,7.0,0.0,29.0,35.0,25.0,0.0,4.0,8.0,0.0,0.0,0,179,25.57,0.0,7.0,29%,0.0,16.0,3,0,8,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Greg Cunningham,27,Republic of Ireland,5000000,74,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pontus Dahlberg,19,Sweden,1100000,67,2018-19
Midfielder,2,,,0.0,0%,,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,,0.0,0,11,5.5,0.0,0.0,0%,0.0,2.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,,,,,,,,,Loïc Damour,27,France,1100000,69,2018-19
Defender,21,4.0,34.0,25.0,60%,0.0,4.0,20.0,43.0,21.0,0.0,108.0,73.0,58.0,12.0,29.0,25.0,0.0,2.0,0,840,40.0,0.0,27.0,33%,1.0,39.0,4,0,7,0.0,1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Charlie Daniels,31,England,4400000,75,2018-19
Defender,10,2.0,10.0,6.0,33%,0.0,2.0,5.0,44.0,25.0,0.0,29.0,35.0,24.0,3.0,26.0,16.0,0.0,0.0,1,264,26.4,2.0,0.0,0%,0.0,14.0,1,0,4,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Scott Dann,31,England,5000000,76,2018-19
Goalkeeper,0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0,0,0,,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Karl Darlow,27,England,3200000,73,2018-19
Defender,6,1.0,8.0,14.0,57%,0.0,0.0,7.0,19.0,6.0,0.0,24.0,22.0,17.0,1.0,3.0,3.0,0.0,0.0,0,175,29.17,0.0,3.0,33%,0.0,8.0,0,0,3,1.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Matteo Darmian,28,Italy,6000000,76,2018-19
Midfielder,16,,,27.0,63%,,4.0,16.0,9.0,4.0,,67.0,64.0,65.0,12.0,8.0,18.0,,0.0,0,506,31.63,1.0,6.0,0%,1.0,30.0,3,0,21,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,,,,,,,,,Tom Davies,20,England,10000000,75,2018-19
Midfielder,16,,,27.0,63%,,4.0,16.0,9.0,4.0,,67.0,64.0,65.0,12.0,8.0,18.0,,0.0,0,506,31.63,1.0,6.0,0%,1.0,30.0,3,0,21,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,,,,,,,,,Tom Davies,26,England,325000,62,2018-19
Midfielder,3,,,2.0,100%,,0.0,1.0,5.0,3.0,,8.0,3.0,2.0,0.0,1.0,0.0,,0.0,1,68,22.67,1.0,1.0,100%,1.0,4.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Steven Davis,33,Northern Ireland,3300000,74,2018-19
Midfielder,19,,,22.0,68%,,9.0,3.0,2.0,1.0,,61.0,62.0,56.0,19.0,6.0,11.0,,0.0,2,725,38.16,11.0,91.0,23%,10.0,45.0,2,0,10,1.0,2,0.0,1.0,1.0,0.0,0.11,0.0,0.0,31.0,12.0,39%,0.0,,,,,,,,,Kevin Bruyne,27,Belgium,102000000,91,2018-19
Midfielder,0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Luca Torre,20,United States,700000,63,2018-19
Forward,32,,,24.0,,,14.0,7.0,28.0,23.0,,,,,,,,,,5,827,25.84,8.0,16.0,,,,4,1,42,13.0,9,3.0,6.0,0.0,1.0,0.28,1.0,0.0,64.0,30.0,47%,8.0,,,,,,,,,Troy Deeney,30,England,8500000,77,2018-19
Forward,4,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,3,0.75,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,,,,,,,,,Jermain Defoe,35,England,4100000,77,2018-19
Midfielder,6,,,8.0,50%,,0.0,8.0,6.0,1.0,,31.0,11.0,20.0,1.0,0.0,5.0,,0.0,0,249,41.5,0.0,4.0,0%,1.0,25.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Steven Defour,30,Belgium,13500000,80,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Damien Delaney,36,Republic of Ireland,140000,69,2018-19
Midfielder,11,,,23.0,61%,,0.0,13.0,17.0,5.0,,54.0,47.0,33.0,8.0,9.0,14.0,,0.0,1,693,63.0,1.0,8.0,38%,0.0,25.0,1,1,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75%,0.0,,,,,,,,,Fabian Delph,28,England,11500000,80,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Jason Denayer,23,Belgium,7000000,74,2018-19
Midfielder,19,,,53.0,49%,,1.0,22.0,29.0,18.0,,92.0,132.0,102.0,12.0,56.0,53.0,,0.0,0,607,31.95,1.0,7.0,14%,0.0,15.0,1,0,11,1.0,2,0.0,1.0,1.0,2.0,0.11,0.0,0.0,17.0,10.0,59%,7.0,,,,,,,,,Leander Dendoncker,23,Belgium,12000000,78,2018-19
Forward,23,,,6.0,,,9.0,2.0,8.0,6.0,,,,,,,,,,1,274,11.91,0.0,4.0,,,,1,0,19,7.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,6.0,20%,3.0,,,,,,,,,Laurent Depoitre,29,Belgium,6500000,75,2018-19
Forward,1,,,2.0,0%,,0.0,0.0,0.0,0.0,,2.0,4.0,3.0,0.0,1.0,2.0,,0.0,0,14,14.0,0.0,2.0,50%,0.0,0.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Fousseni Diabaté,22,Mali,3500000,71,2018-19
Forward,12,,,6.0,,,2.0,1.0,1.0,0.0,,,,,,,,,,0,147,12.25,1.0,14.0,,,,1,0,7,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,43%,2.0,,,,,,,,,Adama Diakhaby,21,France,9000000,75,2018-19
Midfielder,29,,,78.0,60%,,11.0,30.0,36.0,18.0,,144.0,149.0,171.0,17.0,36.0,46.0,,0.0,0,733,25.28,0.0,12.0,8%,5.0,39.0,3,0,36,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,3.0,15%,2.0,,,,,,,,,Mohamed Diamé,31,Senegal,5500000,75,2018-19
Forward,0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,0,0,0.0,0.0,0.0,,,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,,,,,,,,,Brahim Díaz,18,Spain,2200000,69,2018-19
Midfielder,20,,,27.0,59%,,2.0,22.0,43.0,23.0,,79.0,73.0,97.0,2.0,36.0,31.0,,0.0,0,"1,082",54.1,2.0,6.0,17%,5.0,45.0,4,0,24,0.0,3,1.0,2.0,0.0,0.0,0.15,0.0,0.0,9.0,3.0,33%,0.0,,,,,,,,,Eric Dier,24,England,16500000,80,2018-19
Defender,35,12.0,38.0,72.0,64%,1.0,13.0,60.0,94.0,51.0,0.0,181.0,205.0,142.0,14.0,90.0,45.0,1.0,0.0,4,"1,457",41.63,13.0,280.0,30%,0.0,58.0,5,1,39,2.0,4,0.0,0.0,4.0,3.0,,,,,,,,,,,,,,,,Lucas Digne,24,France,11500000,78,2018-19
Defender,33,7.0,43.0,68.0,56%,0.0,1.0,64.0,155.0,72.0,0.0,172.0,165.0,91.0,6.0,76.0,49.0,1.0,1.0,0,"1,134",34.36,0.0,0.0,0%,0.0,52.0,4,0,18,3.0,1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Issa Diop,21,France,11000000,76,2018-19
Defender,0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Brice Djédjé,27,Ivory Coast,975000,69,2018-19
